"VE_TOTAL","PERSONS","PEDS","NO_LANES","SP_LIMIT","FATALS","DRUNK_DR"
1,2,0,2,55,1,1
1,2,0,2,55,1,1
1,1,0,2,55,1,1
2,3,0,2,55,1,0
4,4,0,2,55,1,0
2,2,0,2,55,1,0
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,3,0,2,55,1,1
2,3,1,2,55,1,1
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,2,0,2,55,1,1
1,1,0,2,55,1,1
1,2,0,2,55,1,0
2,2,0,2,55,1,1
1,1,0,2,55,1,1
1,1,0,2,55,1,1
1,1,0,2,55,1,1
1,2,0,2,55,1,0
1,2,0,2,55,2,2
1,3,1,2,55,1,1
2,2,0,2,55,1,0
1,1,0,2,55,1,0
1,1,0,2,55,1,1
2,3,0,2,55,1,0
1,2,0,2,55,1,2
2,3,0,2,55,2,0
3,5,0,2,55,1,1
3,8,1,2,55,1,1
1,3,1,2,55,1,1
2,4,0,2,55,2,0
1,3,0,2,55,1,1
2,3,0,2,55,1,1
3,4,0,2,55,1,0
1,1,0,2,55,1,0
2,6,0,2,55,2,2
1,2,1,2,55,1,0
2,7,0,2,55,1,0
2,1,0,2,55,1,1
2,2,0,2,55,1,1
1,2,1,2,55,1,0
1,1,0,2,55,1,1
1,2,1,2,55,1,1
1,3,0,2,55,1,0
2,3,1,2,55,1,0
1,1,0,2,55,1,1
1,4,1,2,55,1,1
1,1,0,2,55,1,1
1,1,0,2,55,1,1
2,3,0,2,55,1,0
2,4,0,2,55,1,1
2,4,0,2,55,1,0
2,3,0,2,55,1,1
1,2,1,2,55,1,1
1,1,0,2,55,1,0
1,2,0,2,55,1,0
2,2,0,2,55,1,0
1,2,0,2,55,2,2
1,3,0,2,55,2,0
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,3,0,2,55,1,1
1,2,1,2,55,1,0
2,4,0,2,55,1,0
1,1,0,2,55,1,1
1,2,1,2,55,1,0
2,3,0,2,55,1,0
2,2,0,2,55,1,1
2,3,0,2,55,1,0
1,1,0,2,55,1,1
2,2,0,2,55,1,2
1,2,0,2,55,2,1
1,2,0,2,55,1,1
1,1,0,2,55,1,1
4,7,0,2,55,1,0
2,3,0,2,55,2,0
2,2,0,2,55,1,1
1,3,0,2,55,1,0
2,8,0,2,55,1,0
3,9,0,2,55,3,0
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,1,0,2,55,1,1
1,2,1,2,55,1,1
2,2,0,2,55,2,1
2,4,0,2,55,1,1
1,1,0,2,55,1,1
4,9,0,2,55,2,0
2,4,0,2,55,1,0
2,2,0,2,55,1,0
1,1,0,2,55,1,1
3,3,0,2,55,1,0
1,1,0,2,55,1,1
1,4,0,2,55,1,0
2,2,0,2,55,1,1
3,6,0,2,55,2,1
2,4,0,2,55,1,0
2,3,0,2,55,3,2
1,1,0,2,55,1,0
2,2,0,2,55,1,0
3,5,0,2,55,2,0
2,4,0,2,55,1,1
2,2,0,2,55,1,0
2,3,0,2,55,1,1
2,4,0,2,55,1,0
1,2,0,2,55,1,0
2,5,0,2,55,1,0
1,2,0,2,55,1,1
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,1,0,2,55,1,1
2,5,0,2,55,1,0
1,1,0,2,55,1,1
2,2,0,2,55,1,0
2,2,0,2,55,1,0
2,4,0,2,55,1,0
1,1,0,2,55,1,0
1,4,0,2,55,1,0
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,5,1,2,55,1,1
1,2,0,2,55,1,0
1,4,0,2,55,1,0
2,2,0,2,55,1,0
2,2,0,2,55,1,0
1,1,0,2,55,1,0
2,4,0,2,55,2,0
2,2,0,2,55,1,0
1,2,0,2,55,1,1
2,2,0,2,55,1,0
2,3,0,2,55,1,0
2,6,0,2,55,1,1
2,2,0,2,55,1,0
2,10,0,2,55,2,0
2,2,0,2,55,1,1
2,5,0,2,55,1,0
3,3,0,2,55,1,0
3,4,0,2,55,1,0
1,2,0,2,55,1,0
2,5,0,2,55,1,0
1,1,0,2,55,1,1
2,2,0,2,55,1,1
3,6,0,2,55,2,0
3,3,0,2,55,1,0
1,1,0,2,55,1,0
2,3,0,2,55,1,0
2,2,0,2,55,1,0
2,3,0,2,55,1,0
2,4,0,2,55,1,0
2,3,0,2,55,1,0
2,2,0,2,55,1,1
1,1,0,2,55,1,1
1,3,0,2,55,1,0
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,1,0,2,55,1,1
1,2,0,2,55,2,2
2,3,0,2,55,1,0
4,5,0,2,55,1,0
2,8,0,2,55,1,0
2,2,0,2,55,1,1
2,4,0,2,55,1,2
1,1,0,2,55,1,0
2,5,0,2,55,1,0
4,7,0,2,55,1,0
3,5,0,2,55,1,0
1,1,0,2,55,1,0
2,3,0,2,55,1,0
2,3,0,2,55,1,0
2,2,0,2,55,1,0
2,3,0,2,55,1,0
2,2,0,2,55,1,1
3,3,0,2,55,1,0
3,3,0,2,55,1,0
1,2,1,2,55,1,0
1,2,0,2,55,1,0
1,2,0,2,55,1,0
2,3,0,2,55,1,1
2,2,0,2,55,1,1
1,1,0,2,55,1,0
3,3,0,2,55,1,0
3,3,0,2,55,1,1
1,2,0,2,55,1,0
1,1,0,2,55,1,0
2,5,0,2,55,1,0
1,1,0,2,55,1,1
1,2,0,2,55,2,0
2,4,0,2,55,1,1
1,2,0,2,55,1,1
5,6,0,2,55,2,1
1,6,0,2,55,6,0
2,6,0,2,55,3,0
1,3,0,2,55,2,1
2,4,0,2,55,1,2
1,2,0,2,55,1,0
1,2,1,2,55,1,1
2,2,0,2,55,2,1
1,2,0,2,55,1,0
2,4,0,2,55,1,0
1,3,0,2,55,1,0
1,2,0,2,55,1,1
1,1,0,2,55,1,0
1,4,0,2,55,1,0
2,2,0,2,55,1,0
2,2,0,2,55,1,0
1,1,0,2,55,1,0
1,1,0,2,55,1,0
1,1,0,2,55,1,0
1,1,0,2,55,1,0
1,2,0,2,55,1,0
3,4,0,2,55,1,0
2,3,0,2,55,1,0
1,3,0,2,55,2,0
1,1,0,2,55,1,1
1,10,0,2,55,1,0
2,2,0,2,55,1,0
3,5,0,2,55,1,0
2,5,0,2,55,1,0
2,3,0,2,55,1,0
2,1,0,2,55,1,0
2,3,0,2,55,1,1
1,2,1,2,55,1,0
2,5,0,2,55,1,1
3,5,0,2,55,1,0
1,2,0,2,55,1,1
1,2,0,2,55,1,0
2,2,0,2,55,1,0
2,2,0,2,55,1,0
2,2,0,2,55,1,0
2,4,0,2,55,2,0
1,3,1,2,55,1,0
2,3,0,2,55,1,0
3,5,0,2,55,2,0
1,2,0,2,55,2,1
1,1,0,2,55,1,0
1,1,0,2,55,1,0
1,1,0,2,55,1,1
1,1,0,2,55,1,0
3,4,0,2,55,1,0
1,1,0,2,55,1,0
2,3,0,2,55,1,0
2,13,0,2,55,1,0
2,3,0,2,55,1,0
2,5,0,2,55,1,0
1,1,0,2,55,1,1
1,2,1,2,55,1,0
2,3,0,2,55,1,0
2,3,0,2,55,2,1
1,1,0,2,55,1,0
1,1,0,2,55,1,0
2,3,0,2,55,1,0
2,3,0,2,55,1,0
2,4,0,2,55,2,0
2,2,0,2,55,1,0
2,2,0,2,55,1,0
2,3,0,2,55,1,0
2,2,0,2,55,1,0
2,4,0,2,55,1,1
2,1,0,2,55,1,0
2,2,0,2,55,1,0
2,3,0,2,55,1,0
1,5,0,2,55,2,0
2,3,0,2,55,3,0
2,5,0,2,55,2,0
1,1,0,2,55,1,0
1,1,0,2,55,1,0
2,3,0,2,55,1,0
2,2,0,2,55,1,0
2,4,0,2,55,1,0
1,1,0,2,55,1,0
1,1,0,2,55,1,0
2,5,0,2,55,2,0
1,2,0,2,55,1,0
1,1,0,2,55,1,0
4,5,0,2,55,1,0
1,1,0,2,55,1,0
2,3,0,2,55,1,0
3,5,0,2,55,2,0
2,2,0,2,55,1,0
2,3,0,2,55,2,0
3,4,1,2,55,1,0
4,4,0,2,55,1,0
3,6,0,2,55,1,1
2,3,0,2,55,1,0
1,2,1,2,55,1,0
2,3,0,2,55,1,0
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,2,1,2,55,1,0
2,4,0,2,55,1,0
3,4,0,2,55,1,1
2,5,0,2,55,4,0
1,2,0,2,55,1,0
3,4,0,2,55,2,0
2,2,0,2,55,1,0
2,7,0,2,55,1,0
1,1,0,2,55,1,0
2,2,0,2,55,1,0
1,2,0,2,55,1,0
3,3,0,2,55,1,0
2,2,0,2,55,1,0
2,2,0,2,55,1,1
2,3,0,2,55,1,0
1,2,1,2,55,1,0
1,1,0,2,55,1,0
2,3,0,2,55,1,1
1,2,1,2,55,1,0
3,3,0,2,55,1,0
1,3,0,2,55,1,0
2,3,0,2,55,1,0
2,2,0,2,55,2,0
1,2,0,2,55,1,0
2,2,0,2,55,1,0
1,1,0,2,55,1,0
2,2,0,2,55,1,0
1,1,0,2,55,1,0
2,4,0,2,55,1,0
1,1,0,2,55,1,0
2,2,0,2,55,1,0
1,1,0,2,55,1,0
2,2,0,2,55,1,0
2,2,0,2,55,1,1
2,2,0,2,55,1,0
2,2,0,2,55,1,0
2,2,0,2,55,2,0
1,2,1,2,55,1,0
2,16,0,2,55,1,0
2,1,0,2,55,1,0
2,2,0,2,55,1,1
2,5,0,2,55,2,0
1,2,0,2,55,1,0
2,2,0,2,55,1,0
2,4,0,2,55,1,0
1,3,0,2,55,1,0
1,1,0,2,55,1,0
2,2,0,2,55,1,0
1,2,1,2,55,1,0
1,1,0,2,55,1,0
2,2,0,2,55,2,0
3,2,0,2,55,1,0
1,1,0,2,55,1,0
5,9,0,2,55,1,1
2,4,0,2,55,2,0
5,11,0,2,55,1,0
1,1,0,2,55,1,1
2,2,0,2,55,1,1
1,6,0,2,55,2,1
1,1,0,2,55,1,1
2,5,0,2,55,1,0
1,1,0,2,55,1,0
2,19,0,2,55,2,0
1,2,0,2,55,1,0
1,1,0,2,55,1,0
1,5,1,2,55,1,0
2,4,0,2,55,1,0
1,1,0,2,55,1,0
2,2,0,2,55,1,0
1,4,0,2,55,1,0
5,4,0,2,55,1,1
1,1,0,2,55,1,0
1,1,0,2,55,1,1
2,3,0,2,55,1,1
1,1,0,2,55,1,1
2,2,0,2,55,1,1
1,1,0,2,55,1,1
2,3,0,2,55,1,1
1,2,1,2,55,1,1
1,3,0,2,55,1,1
2,4,0,2,55,2,1
1,2,1,2,55,1,2
1,3,0,2,55,1,1
1,4,0,2,55,1,1
1,1,0,2,55,1,0
2,2,0,2,55,2,2
1,1,0,2,55,1,0
1,1,0,2,55,1,1
1,2,0,2,55,1,1
1,4,0,2,55,2,2
1,1,0,2,55,1,1
1,1,0,2,55,1,1
1,1,0,2,55,1,1
1,3,0,2,55,2,2
1,1,0,2,55,1,0
2,2,1,2,55,1,0
1,1,0,2,55,1,1
1,2,1,2,55,1,0
1,3,0,2,55,1,1
1,1,0,2,55,1,1
2,2,0,2,55,1,1
1,5,0,2,55,1,0
1,1,0,2,55,1,1
1,4,0,2,55,1,1
2,8,0,2,55,1,2
1,4,0,2,55,1,1
1,1,0,2,55,1,0
1,1,0,2,55,1,0
1,1,0,2,55,1,0
1,4,0,2,55,1,1
2,5,0,2,55,1,3
2,3,0,2,55,1,1
1,1,0,2,55,1,1
2,3,0,2,55,1,0
1,2,0,2,55,1,2
1,4,0,2,55,1,2
2,4,0,2,55,1,3
2,2,0,2,55,2,0
1,3,0,2,55,1,2
1,2,0,2,55,1,1
1,6,0,2,55,1,0
2,3,0,2,55,1,1
1,1,0,1,55,1,1
1,2,0,1,55,1,0
1,1,0,1,55,1,0
1,3,0,1,55,1,1
2,3,0,1,55,1,0
1,1,0,1,55,1,0
1,2,1,1,55,1,0
1,2,1,4,60,1,1
2,3,0,4,60,1,1
3,7,0,4,60,2,1
2,2,0,4,60,1,0
2,3,0,4,60,1,0
2,2,0,4,60,1,0
2,3,0,4,60,1,0
1,5,1,4,60,1,2
1,2,1,2,60,1,0
2,3,0,2,60,1,0
4,5,0,2,60,1,1
1,1,0,2,60,1,1
1,1,0,9,65,1,0
1,1,0,9,65,1,1
1,3,1,9,65,1,1
1,1,0,9,65,1,1
1,2,1,7,65,1,1
3,4,1,7,65,1,1
3,4,0,7,65,2,0
2,3,0,7,65,1,1
1,4,0,7,65,1,0
2,8,0,7,65,2,3
2,3,0,7,65,1,2
3,5,1,7,65,1,1
3,3,0,7,65,1,0
2,3,0,6,65,1,0
2,5,1,6,65,2,1
1,2,0,6,65,1,0
1,2,1,6,65,1,0
2,2,0,6,65,1,0
1,2,1,6,65,1,1
9,22,0,6,65,1,0
5,15,0,6,65,1,0
2,2,0,6,65,1,0
1,1,0,6,65,1,0
2,2,0,6,65,1,0
2,2,0,6,65,1,0
1,4,0,6,65,1,0
1,1,0,6,65,1,0
2,2,0,6,65,1,1
1,1,0,6,65,1,1
2,2,1,6,65,1,2
1,1,0,6,65,1,1
1,4,0,6,65,2,0
2,2,0,6,65,1,1
2,2,0,6,65,1,1
2,2,1,6,65,1,1
2,3,1,6,65,1,1
4,13,0,5,65,1,1
2,7,2,5,65,2,1
1,5,1,5,65,1,2
3,8,0,5,65,1,0
2,3,0,5,65,1,1
1,2,0,5,65,1,0
1,1,0,5,65,1,1
1,1,0,5,65,1,1
1,3,0,5,65,1,0
2,2,0,5,65,1,1
2,6,0,5,65,1,1
2,3,0,5,65,1,0
1,2,1,5,65,1,0
1,1,0,5,65,1,1
2,6,0,5,65,1,1
1,2,1,5,65,1,0
2,3,0,5,65,1,0
2,2,0,5,65,1,0
3,11,0,5,65,1,0
3,8,0,5,65,1,0
2,2,0,5,65,1,0
3,2,0,5,65,1,0
1,1,0,5,65,1,0
2,2,0,5,65,1,0
2,3,0,5,65,1,0
1,1,0,5,65,1,1
3,7,0,5,65,3,0
1,1,0,5,65,1,0
2,2,0,5,65,1,0
1,1,0,5,65,1,0
2,2,0,5,65,1,0
2,1,0,5,65,1,1
1,4,0,5,65,1,0
2,2,0,5,65,1,0
2,3,0,5,65,1,0
2,2,0,5,65,1,1
2,1,0,5,65,1,0
2,3,1,5,65,1,1
1,1,0,5,65,1,0
2,2,0,5,65,1,0
2,2,0,5,65,1,1
4,6,2,5,65,2,0
2,2,0,5,65,1,1
1,2,1,5,65,1,1
2,3,0,5,65,1,1
1,3,0,5,65,2,1
1,2,0,5,65,1,0
1,1,0,5,65,1,1
2,3,0,5,65,1,1
3,4,1,5,65,1,2
2,3,0,5,65,1,1
1,2,0,5,65,1,2
1,1,0,5,65,1,1
1,2,1,5,65,1,1
2,5,0,5,65,1,1
1,2,1,5,65,1,1
1,1,0,5,65,1,1
4,7,0,5,65,1,1
1,1,0,5,65,1,1
1,1,0,4,65,1,0
2,7,0,4,65,3,0
3,6,0,4,65,1,1
3,4,0,4,65,1,0
1,2,1,4,65,1,1
1,1,0,4,65,1,0
1,1,0,4,65,1,1
1,3,1,4,65,1,1
1,2,1,4,65,1,0
2,2,0,4,65,1,0
2,2,0,4,65,1,1
1,1,0,4,65,1,1
1,6,0,4,65,2,1
3,3,0,4,65,1,0
4,4,0,4,65,1,0
1,2,1,4,65,1,0
1,5,0,4,65,1,1
1,6,0,4,65,1,0
1,1,0,4,65,1,0
2,3,0,4,65,1,1
1,1,0,4,65,1,1
3,3,0,4,65,1,1
2,2,0,4,65,1,0
1,2,1,4,65,1,0
3,7,0,4,65,1,0
1,4,0,4,65,1,0
2,3,0,4,65,1,0
1,2,0,4,65,1,0
2,2,0,4,65,1,0
2,2,0,4,65,1,0
2,5,0,4,65,1,1
1,1,0,4,65,1,0
1,4,0,4,65,4,2
5,12,0,4,65,1,0
1,1,0,4,65,1,1
2,4,0,4,65,1,0
4,7,0,4,65,2,0
5,6,0,4,65,1,0
2,2,0,4,65,1,0
4,6,0,4,65,1,0
1,1,0,4,65,1,0
1,5,0,4,65,1,0
1,1,0,4,65,1,0
1,2,0,4,65,1,0
1,2,0,4,65,1,0
3,3,0,4,65,1,0
2,2,0,4,65,1,0
1,1,0,4,65,1,0
1,1,0,4,65,1,1
2,3,0,4,65,1,1
2,1,0,4,65,1,1
1,1,0,4,65,1,0
1,7,0,4,65,5,0
2,2,0,4,65,1,0
1,1,0,4,65,1,0
2,2,0,4,65,1,1
1,2,1,4,65,1,0
2,3,0,4,65,1,0
2,3,0,4,65,1,1
2,2,0,4,65,1,0
2,2,0,4,65,1,2
1,1,0,4,65,1,0
2,6,0,4,65,3,0
1,2,0,4,65,1,2
1,1,0,4,65,1,1
1,2,0,4,65,2,2
2,2,0,4,65,1,1
10,15,0,4,65,1,1
1,2,1,4,65,1,1
2,2,0,4,65,1,1
1,1,0,4,65,1,0
2,2,0,4,65,1,1
1,4,0,4,65,1,2
2,4,0,4,65,1,0
2,2,0,4,65,1,1
2,4,0,3,65,1,1
1,3,0,3,65,1,0
1,2,1,3,65,1,1
1,3,0,3,65,1,0
1,2,1,3,65,1,0
1,1,0,3,65,1,1
1,1,0,3,65,1,0
2,3,0,3,65,1,1
1,1,0,3,65,1,1
2,3,0,3,65,1,1
3,7,0,3,65,1,0
2,7,0,3,65,1,0
1,1,0,3,65,1,0
1,1,0,3,65,1,0
1,1,0,3,65,1,0
1,1,0,3,65,1,0
1,1,0,3,65,1,0
1,1,0,3,65,1,1
3,6,0,3,65,1,0
1,1,0,3,65,1,0
1,5,0,3,65,1,0
3,5,0,3,65,1,0
1,1,0,3,65,1,1
1,1,0,3,65,1,0
1,2,0,3,65,1,0
1,1,0,3,65,1,1
2,2,1,3,65,1,0
1,1,0,3,65,1,1
1,1,0,3,65,1,1
2,2,0,3,65,1,1
1,1,0,3,65,1,1
2,4,0,3,65,1,0
2,5,0,3,65,3,1
3,5,0,3,65,1,1
2,4,0,3,65,1,2
1,1,0,3,65,1,1
2,4,0,3,65,1,0
1,1,0,3,65,1,1
1,7,0,3,65,2,0
1,2,1,3,65,1,0
1,4,0,3,65,1,0
2,8,0,3,65,1,1
2,3,0,3,65,1,1
1,1,0,3,65,1,0
1,6,0,3,65,1,2
1,2,0,3,65,1,1
2,2,0,2,65,1,0
1,2,0,2,65,1,1
1,2,0,2,65,1,0
1,2,1,2,65,1,1
3,9,0,2,65,1,0
1,1,0,2,65,1,1
1,2,0,2,65,1,0
1,2,0,2,65,1,0
1,1,0,2,65,1,0
1,1,0,2,65,1,0
1,2,0,2,65,1,1
2,6,0,2,65,2,1
2,5,0,2,65,1,0
1,1,0,2,65,1,1
1,3,1,2,65,1,1
1,1,0,2,65,1,1
1,1,0,2,65,1,0
1,2,0,2,65,1,1
3,4,0,2,65,2,0
1,2,0,2,65,1,0
1,2,1,2,65,1,0
1,2,0,2,65,1,0
1,1,0,2,65,1,1
1,1,0,2,65,1,0
1,1,0,2,65,1,0
2,4,1,2,65,1,1
1,3,0,2,65,1,1
3,4,0,2,65,1,1
3,4,0,2,65,1,1
1,2,0,2,65,1,1
2,2,0,2,65,1,0
3,3,2,2,65,1,0
1,1,0,2,65,1,1
1,1,0,2,65,1,1
2,2,0,2,65,1,0
1,4,0,2,65,2,1
2,10,0,2,65,3,1
1,3,0,2,65,1,0
1,1,0,2,65,1,0
2,8,0,2,65,2,0
1,3,0,2,65,1,0
1,3,0,2,65,2,0
2,4,0,2,65,1,0
1,1,0,2,65,1,0
2,5,0,2,65,1,0
3,3,0,2,65,1,1
1,3,0,2,65,1,0
1,3,0,2,65,2,0
1,1,0,2,65,1,0
1,2,0,2,65,1,0
1,2,0,2,65,1,0
1,2,0,2,65,1,0
1,3,0,2,65,2,0
1,5,0,2,65,2,0
1,1,0,2,65,1,1
3,3,0,2,65,1,0
1,4,0,2,65,1,1
1,1,0,2,65,1,1
1,1,0,2,65,1,0
1,1,0,2,65,1,0
1,1,0,2,65,1,0
2,5,0,2,65,1,0
2,4,0,2,65,1,0
1,1,0,2,65,1,0
2,10,0,2,65,1,0
1,1,0,2,65,1,0
3,3,0,2,65,1,0
1,2,0,2,65,1,0
1,3,0,2,65,1,0
1,2,0,2,65,1,1
1,3,0,2,65,1,0
1,2,0,2,65,1,0
3,3,0,2,65,1,0
2,2,0,2,65,1,0
2,4,0,2,65,1,0
1,2,0,2,65,1,0
4,5,0,2,65,2,0
2,6,0,2,65,1,0
2,2,0,2,65,1,0
1,3,0,2,65,1,0
1,3,0,2,65,1,0
2,5,0,2,65,1,0
1,2,1,2,65,1,0
1,7,0,2,65,1,0
1,1,0,2,65,1,0
1,2,0,2,65,1,0
2,2,0,2,65,1,0
4,3,0,2,65,1,0
1,4,0,2,65,1,0
2,2,0,2,65,1,1
1,3,0,2,65,2,0
2,3,0,2,65,1,1
1,1,0,2,65,1,1
1,2,0,2,65,1,1
1,2,0,2,65,1,1
2,3,0,2,65,1,0
1,2,0,2,65,2,1
1,6,0,2,65,1,0
2,2,0,2,65,1,1
1,1,0,2,65,1,1
1,10,0,2,65,1,1
3,4,0,2,65,1,2
1,1,0,2,65,1,0
1,1,0,2,65,1,1
1,6,0,2,65,1,1
1,2,1,2,65,1,0
1,2,0,2,65,1,1
1,1,0,2,65,1,1
2,4,0,2,65,1,0
1,1,0,2,65,1,0
1,2,0,2,65,1,0
1,1,0,2,65,1,1
1,1,0,2,65,1,1
1,3,0,2,65,2,1
1,6,0,2,65,2,1
1,2,1,2,65,1,2
2,3,1,2,65,1,2
1,2,0,1,65,1,1
1,2,1,1,65,1,0
1,1,0,1,65,1,1
1,1,0,1,65,1,1
1,1,0,1,65,1,0
1,1,0,1,65,1,1
2,2,0,1,65,1,1
1,2,0,1,65,1,0
1,1,0,1,65,1,0
1,1,0,1,65,1,0
3,4,0,1,65,1,0
1,1,0,1,65,1,0
2,4,1,1,65,1,0
1,4,0,1,65,2,1
1,3,0,1,65,2,3
1,1,0,1,65,1,1
1,1,0,1,65,1,1
2,2,0,5,70,1,0
1,1,0,5,70,1,0
2,2,0,5,70,1,0
1,1,0,4,70,1,0
2,2,0,4,70,1,1
1,3,0,4,70,1,0
2,3,0,4,70,1,0
3,9,0,4,70,1,0
5,14,0,4,70,1,1
1,1,0,4,70,1,0
3,4,0,4,70,1,1
3,4,0,4,70,1,0
1,1,0,4,70,1,1
1,5,0,4,70,2,1
2,2,0,4,70,1,0
1,2,1,4,70,1,1
2,2,0,4,70,1,1
1,1,0,4,70,1,0
1,1,0,3,70,1,1
1,1,0,3,70,1,1
1,2,0,3,70,1,0
1,7,0,3,70,1,0
3,3,0,3,70,1,1
1,2,1,3,70,1,0
2,2,1,3,70,1,0
1,1,0,3,70,1,1
3,7,0,3,70,2,0
3,4,0,3,70,1,1
1,1,0,3,70,1,1
5,7,0,3,70,1,0
1,5,0,3,70,1,0
1,6,0,3,70,2,0
2,2,0,3,70,1,0
1,6,0,3,70,1,1
1,2,0,3,70,1,0
2,2,0,3,70,1,0
1,1,0,3,70,1,0
2,3,0,3,70,1,0
2,4,0,3,70,1,1
2,7,0,3,70,1,1
2,2,1,3,70,1,1
2,4,0,3,70,1,1
1,2,0,3,70,1,0
2,4,1,3,70,1,0
1,1,0,2,70,1,0
1,1,0,2,70,1,0
1,2,1,2,70,1,0
3,4,0,2,70,1,1
1,3,1,2,70,1,1
1,2,0,2,70,1,1
1,1,0,2,70,1,1
1,1,0,2,70,1,0
2,3,0,2,70,1,0
1,1,0,2,70,1,0
2,3,0,2,70,1,1
1,2,0,2,70,1,0
2,2,0,2,70,1,0
1,4,0,2,70,1,0
1,6,0,2,70,2,0
1,5,0,2,70,1,0
2,5,0,2,70,1,0
1,1,0,2,70,1,0
3,11,0,2,70,1,0
1,2,0,2,70,1,0
1,4,0,2,70,2,0
2,3,0,2,70,1,0
2,2,0,2,70,1,0
1,7,0,2,70,1,0
2,7,0,2,70,4,1
1,2,0,2,70,2,0
2,10,1,2,70,1,0
1,2,0,2,70,1,0
1,1,0,2,70,1,0
1,4,0,2,70,1,0
1,4,0,2,70,3,0
1,4,0,2,70,1,0
1,1,0,2,70,1,1
1,3,0,2,70,1,0
1,1,0,2,70,1,0
2,2,0,2,70,1,0
6,9,0,2,70,2,0
1,1,0,2,70,1,0
4,25,0,2,70,2,0
1,1,0,2,70,1,0
1,1,0,2,70,1,0
1,3,0,2,70,1,0
1,6,0,2,70,3,2
1,1,0,2,70,1,0
1,8,0,2,70,1,0
1,2,0,2,70,1,2
3,5,0,2,70,1,0
1,2,0,2,70,1,0
1,1,0,2,70,1,1
